run,seq,teamA,teamB,map,winner,rounds,reason,seed
20260924-213035-scrim-g_iter6,20,eggag32.BrutalPigeonBot,us:g_iter6,Islands,B,2930,The winning team won by enemy HQ being d,147946431
20260924-213035-scrim-g_iter6,21,eggag32.BrutalPigeonBot,us:g_iter6,Islands,B,2933,The winning team won by enemy HQ being d,1011201966
20260924-213035-scrim-g_iter6,22,us:g_iter6,eggag32.BrutalPigeonBot,RandomSoup1,A,3133,The winning team won by enemy HQ being d,580661409
20260924-213035-scrim-g_iter6,23,eggag32.BrutalPigeonBot,us:g_iter6,WhyDidntTheyUseEagles,B,681,The winning team won by enemy HQ being d,439172823
20260924-213035-scrim-g_iter6,24,us:g_iter6,eggag32.BrutalPigeonBot,maptestsmall,A,257,The winning team won by enemy HQ being d,558751454
20260924-213035-scrim-g_iter6,25,laurenschneider.pdx_team_one,us:g_iter6,FourLakeLand,A,3209,The winning team won by enemy HQ being d,419529738
20260924-213035-scrim-g_iter6,26,laurenschneider.pdx_team_one,us:g_iter6,MoreCowbell,A,3166,The winning team won by enemy HQ being d,880587173
20260924-213035-scrim-g_iter6,27,laurenschneider.pdx_team_one,us:g_iter6,RandomSoup2,A,3147,The winning team won by enemy HQ being d,719833575
20260924-213035-scrim-g_iter6,28,us:g_iter6,laurenschneider.pdx_team_one,RealArt,A,3160,The winning team won by enemy HQ being d,203547539
20260924-213035-scrim-g_iter6,29,laurenschneider.pdx_team_one,us:g_iter6,Squares,B,3182,The winning team won by enemy HQ being d,23688938
20260924-213035-scrim-g_iter6,30,us:g_iter6,laurenschneider.pdx_team_one,Toothpaste,B,3044,The winning team won by enemy HQ being d,235922163
20260924-213035-scrim-g_iter6,31,us:g_iter6,mhahn2003.nonrush,InADitch,B,2892,The winning team won by enemy HQ being d,46493413
20260924-213035-scrim-g_iter6,32,mhahn2003.nonrush,us:g_iter6,Islands,B,3081,The winning team won by enemy HQ being d,644589686
20260924-213035-scrim-g_iter6,33,mhahn2003.nonrush,us:g_iter6,MoreCowbell,A,3076,The winning team won by enemy HQ being d,1018051656
20260924-213035-scrim-g_iter6,34,us:g_iter6,mhahn2003.nonrush,RealArt,A,3080,The winning team won by enemy HQ being d,379629245
20260924-213035-scrim-g_iter6,35,mhahn2003.nonrush,us:g_iter6,Sheet4,B,3075,The winning team won by enemy HQ being d,863897078
20260924-213035-scrim-g_iter6,36,mhahn2003.nonrush,us:g_iter6,Volcano,B,3061,The winning team won by enemy HQ being d,181209897
20260924-213035-scrim-g_iter6,37,us:g_iter6,poortho.stable_seeding_bot,CentralSoup,B,233,The winning team won by enemy HQ being d,468088258
20260924-213035-scrim-g_iter6,38,us:g_iter6,poortho.stable_seeding_bot,CowFarm,B,951,The winning team won by enemy HQ being d,27113515
20260924-213035-scrim-g_iter6,39,us:g_iter6,poortho.stable_seeding_bot,DisproportionatelySmallGap,B,3155,The winning team won by enemy HQ being d,256846828
20260924-213035-scrim-g_iter6,40,us:g_iter6,poortho.stable_seeding_bot,Hills,A,931,The winning team won on tiebreakers (mor,887101367
20260924-213035-scrim-g_iter6,41,us:g_iter6,poortho.stable_seeding_bot,MtDoom,A,957,The winning team won by enemy HQ being d,225257391
20260924-213035-scrim-g_iter6,42,us:g_iter6,poortho.stable_seeding_bot,maptestsmall,A,257,The winning team won by enemy HQ being d,993081095
20260924-213035-scrim-g_iter6,43,us:g_iter6,wpine215.stardustv2,CentralLake,A,3062,The winning team won by enemy HQ being d,865222020
20260924-213035-scrim-g_iter6,44,us:g_iter6,wpine215.stardustv2,Prison,A,3097,The winning team won by enemy HQ being d,403570219
20260924-213035-scrim-g_iter6,45,us:g_iter6,wpine215.stardustv2,ProceduralConfirmed,A,3092,The winning team won by enemy HQ being d,1073223641
20260924-213035-scrim-g_iter6,46,wpine215.stardustv2,us:g_iter6,RandomSoup2,B,2861,The winning team won by enemy HQ being d,755775835
20260924-213035-scrim-g_iter6,47,us:g_iter6,wpine215.stardustv2,Volcano,A,3076,The winning team won by enemy HQ being d,377298105
20260924-213035-scrim-g_iter6,48,us:g_iter6,wpine215.stardustv2,maptestsmall,A,2974,The winning team won by enemy HQ being d,384203151
20260924-213523-scrim-g_iter6,1,us:g_iter6,benzyx.seeding,ClearlyTwelveHorsesInASalad,B,1219,The winning team won by enemy HQ being d,324921093
20260924-213523-scrim-g_iter6,2,us:g_iter6,benzyx.seeding,Hourglass,A,684,The winning team won by enemy HQ being d,341507720
20260924-213523-scrim-g_iter6,3,benzyx.seeding,us:g_iter6,MoreCowbell,B,2943,The winning team won by enemy HQ being d,801937630
20260924-213523-scrim-g_iter6,4,us:g_iter6,benzyx.seeding,RandomSoup2,B,1652,The winning team won by enemy HQ being d,561588337
20260924-213523-scrim-g_iter6,5,us:g_iter6,benzyx.seeding,TwoLakeLand,B,2926,The winning team won by enemy HQ being d,964889916
20260924-213523-scrim-g_iter6,6,us:g_iter6,benzyx.seeding,WateredDown,A,466,The winning team won by enemy HQ being d,281367436
20260924-213523-scrim-g_iter6,7,cormackikkert.whyPermutator,us:g_iter6,AMaze,A,2228,The winning team won by enemy HQ being d,204381804
20260924-213523-scrim-g_iter6,8,cormackikkert.whyPermutator,us:g_iter6,CosmicBackgroundRadiation,B,2897,The winning team won by enemy HQ being d,669644210
20260924-213523-scrim-g_iter6,9,cormackikkert.whyPermutator,us:g_iter6,Islands2,A,2136,The winning team won by enemy HQ being d,88238440
20260924-213523-scrim-g_iter6,10,us:g_iter6,cormackikkert.whyPermutator,MoreCowbell,B,2255,The winning team won by enemy HQ being d,718116132
20260924-213523-scrim-g_iter6,11,us:g_iter6,cormackikkert.whyPermutator,NoU,A,3079,The winning team won by enemy HQ being d,192711167
20260924-213523-scrim-g_iter6,12,cormackikkert.whyPermutator,us:g_iter6,Soup,A,2131,The winning team won by enemy HQ being d,1065211634
20260924-213523-scrim-g_iter6,13,us:g_iter6,eggag32.BrutalPigeonBot,RealArt,A,1716,The winning team won by enemy HQ being d,156465620
20260924-213523-scrim-g_iter6,14,us:g_iter6,eggag32.BrutalPigeonBot,RealArt,A,1716,The winning team won by enemy HQ being d,306442141
20260924-213523-scrim-g_iter6,15,eggag32.BrutalPigeonBot,us:g_iter6,Showerhead,B,932,The winning team won by enemy HQ being d,845827771
20260924-213523-scrim-g_iter6,16,eggag32.BrutalPigeonBot,us:g_iter6,Soup,B,687,The winning team won by enemy HQ being d,131166578
20260924-213523-scrim-g_iter6,17,eggag32.BrutalPigeonBot,us:g_iter6,Spiral,B,2930,The winning team won by enemy HQ being d,340726977
20260924-213523-scrim-g_iter6,18,eggag32.BrutalPigeonBot,us:g_iter6,Volcano,A,2515,The winning team won by enemy HQ being d,497153063
20260924-213523-scrim-g_iter6,19,laurenschneider.pdx_team_one,us:g_iter6,DisproportionatelySmallGap,A,3225,The winning team won by enemy HQ being d,1023782827
20260924-213523-scrim-g_iter6,20,us:g_iter6,laurenschneider.pdx_team_one,InADitch,B,3159,The winning team won by enemy HQ being d,170867452
20260924-213523-scrim-g_iter6,21,us:g_iter6,laurenschneider.pdx_team_one,ProceduralConfirmed,B,3194,The winning team won by enemy HQ being d,217823165
20260924-213523-scrim-g_iter6,22,laurenschneider.pdx_team_one,us:g_iter6,Squares,A,3202,The winning team won by enemy HQ being d,6034001
20260924-213523-scrim-g_iter6,23,laurenschneider.pdx_team_one,us:g_iter6,maptestsmall,B,257,The winning team won by enemy HQ being d,1067719448
20260924-213523-scrim-g_iter6,24,laurenschneider.pdx_team_one,us:g_iter6,maptestsmall,B,260,The winning team won by enemy HQ being d,747741239
20260924-213523-scrim-g_iter6,25,us:g_iter6,mhahn2003.nonrush,CentralLake,A,3091,The winning team won by enemy HQ being d,75763110
20260924-213523-scrim-g_iter6,26,mhahn2003.nonrush,us:g_iter6,Hourglass,B,1415,The winning team won by enemy HQ being d,445734704
20260924-213523-scrim-g_iter6,27,mhahn2003.nonrush,us:g_iter6,Maze,B,715,The winning team won by enemy HQ being d,913886363
20260924-213523-scrim-g_iter6,28,us:g_iter6,mhahn2003.nonrush,SoupOnTheSide,A,3074,The winning team won by enemy HQ being d,180570597
20260924-213523-scrim-g_iter6,29,us:g_iter6,mhahn2003.nonrush,Volcano,A,3068,The winning team won by enemy HQ being d,678727140
20260924-213523-scrim-g_iter6,30,mhahn2003.nonrush,us:g_iter6,maptestsmall,B,3095,The winning team won by enemy HQ being d,421252358
20260924-213523-scrim-g_iter6,31,us:g_iter6,poortho.stable_seeding_bot,Climb,B,931,The winning team won by enemy HQ being d,322304476
20260924-213523-scrim-g_iter6,32,poortho.stable_seeding_bot,us:g_iter6,Climb,A,931,The winning team won on tiebreakers (mor,66093983
20260924-213523-scrim-g_iter6,33,poortho.stable_seeding_bot,us:g_iter6,NoU,B,3191,The winning team won by enemy HQ being d,532308139
20260924-213523-scrim-g_iter6,34,us:g_iter6,poortho.stable_seeding_bot,OmgThisIsProcedural,B,260,The winning team won by enemy HQ being d,627057995
20260924-213523-scrim-g_iter6,35,us:g_iter6,poortho.stable_seeding_bot,Showerhead,A,3110,The winning team won by enemy HQ being d,360780209
20260924-213523-scrim-g_iter6,36,us:g_iter6,poortho.stable_seeding_bot,WaterBot,B,185,The winning team won by enemy HQ being d,453693504
20260924-213523-scrim-g_iter6,37,winkelmantanner.tannerplayer,us:g_iter6,Climb,A,931,The winning team won by enemy HQ being d,840621271
20260924-213523-scrim-g_iter6,38,winkelmantanner.tannerplayer,us:g_iter6,CowFarm,A,3051,The winning team won by enemy HQ being d,386253332
20260924-213523-scrim-g_iter6,39,us:g_iter6,winkelmantanner.tannerplayer,FourLakeLand,B,3033,The winning team won by enemy HQ being d,366778388
20260924-213523-scrim-g_iter6,40,winkelmantanner.tannerplayer,us:g_iter6,Swirl,A,2965,The winning team won by enemy HQ being d,899040835
20260924-213523-scrim-g_iter6,41,us:g_iter6,winkelmantanner.tannerplayer,TheHighGround,A,3013,The winning team won by enemy HQ being d,598704065
20260924-213523-scrim-g_iter6,42,us:g_iter6,winkelmantanner.tannerplayer,WaterBot,B,3038,The winning team won by enemy HQ being d,332318258
20260924-213523-scrim-g_iter6,43,wpine215.stardustv2,us:g_iter6,ALandDivided,B,3094,The winning team won by enemy HQ being d,627454335
20260924-213523-scrim-g_iter6,44,wpine215.stardustv2,us:g_iter6,Hills,A,931,The winning team won by enemy HQ being d,364576737
20260924-213523-scrim-g_iter6,45,us:g_iter6,wpine215.stardustv2,Prison,A,3096,The winning team won by enemy HQ being d,853610794
20260924-213523-scrim-g_iter6,46,wpine215.stardustv2,us:g_iter6,WaterBot,B,2993,The winning team won by enemy HQ being d,174188399
20260924-213523-scrim-g_iter6,47,wpine215.stardustv2,us:g_iter6,WhyDidntTheyUseEagles,B,3074,The winning team won by enemy HQ being d,784072522
20260924-213523-scrim-g_iter6,48,wpine215.stardustv2,us:g_iter6,maptestsmall,B,3066,The winning team won by enemy HQ being d,797784355
20260924-213922-scrim-g_iter6,1,benzyx.seeding,us:g_iter6,IceCream,B,3047,The winning team won by enemy HQ being d,703288812
20260924-213922-scrim-g_iter6,2,us:g_iter6,benzyx.seeding,InADitch,B,1310,The winning team won by enemy HQ being d,1054846656
20260924-213922-scrim-g_iter6,3,benzyx.seeding,us:g_iter6,IsThisProcedural,B,2941,The winning team won by enemy HQ being d,622278742
20260924-213922-scrim-g_iter6,4,benzyx.seeding,us:g_iter6,RandomSoup2,B,3095,The winning team won by enemy HQ being d,216992819
20260924-213922-scrim-g_iter6,5,us:g_iter6,benzyx.seeding,Showerhead,B,3046,The winning team won by enemy HQ being d,989314861
20260924-213922-scrim-g_iter6,6,benzyx.seeding,us:g_iter6,Volcano,A,1618,The winning team won by enemy HQ being d,929351330
20260924-213922-scrim-g_iter6,7,cormackikkert.whyPermutator,us:g_iter6,Climb,A,931,The winning team won by enemy HQ being d,231507823
20260924-213922-scrim-g_iter6,8,us:g_iter6,cormackikkert.whyPermutator,CowFarm,B,2165,The winning team won by enemy HQ being d,793156756
20260924-213922-scrim-g_iter6,9,cormackikkert.whyPermutator,us:g_iter6,FourLakeLand,B,3034,The winning team won by enemy HQ being d,921664163
20260924-213922-scrim-g_iter6,10,cormackikkert.whyPermutator,us:g_iter6,GSF,B,2891,The winning team won by enemy HQ being d,1061693225
20260924-213922-scrim-g_iter6,11,cormackikkert.whyPermutator,us:g_iter6,IsThisProcedural,B,2806,The winning team won by enemy HQ being d,462181944
20260924-213922-scrim-g_iter6,12,us:g_iter6,cormackikkert.whyPermutator,WaterBot,B,2180,The winning team won by enemy HQ being d,1039874199
20260924-213922-scrim-g_iter6,13,us:g_iter6,eggag32.BrutalPigeonBot,ALandDivided,A,3157,The winning team won by enemy HQ being d,312994258
20260924-213922-scrim-g_iter6,14,eggag32.BrutalPigeonBot,us:g_iter6,ClearlyTwelveHorsesInASalad,B,2965,The winning team won by enemy HQ being d,892418892
20260924-213922-scrim-g_iter6,15,eggag32.BrutalPigeonBot,us:g_iter6,Islands2,B,3144,The winning team won by enemy HQ being d,334669948
20260924-213922-scrim-g_iter6,16,us:g_iter6,eggag32.BrutalPigeonBot,OmgThisIsProcedural,A,703,The winning team won by enemy HQ being d,40495798
20260924-213922-scrim-g_iter6,17,eggag32.BrutalPigeonBot,us:g_iter6,Prison,B,3140,The winning team won by enemy HQ being d,914850218
20260924-213922-scrim-g_iter6,18,us:g_iter6,eggag32.BrutalPigeonBot,RealArt,A,2968,The winning team won by enemy HQ being d,43949995
20260924-213922-scrim-g_iter6,19,us:g_iter6,laurenschneider.pdx_team_one,CentralSoup,B,3201,The winning team won by enemy HQ being d,1052547853
20260924-213922-scrim-g_iter6,20,laurenschneider.pdx_team_one,us:g_iter6,CowFarm,B,2826,The winning team won by enemy HQ being d,735194415
20260924-213922-scrim-g_iter6,21,laurenschneider.pdx_team_one,us:g_iter6,DoesNotExist,B,3164,The winning team won by enemy HQ being d,169084018
20260924-213922-scrim-g_iter6,22,laurenschneider.pdx_team_one,us:g_iter6,Egg,A,3064,The winning team won by enemy HQ being d,136435965
20260924-213922-scrim-g_iter6,23,us:g_iter6,laurenschneider.pdx_team_one,FourLakeLand,B,3197,The winning team won by enemy HQ being d,634533899
20260924-213922-scrim-g_iter6,24,us:g_iter6,laurenschneider.pdx_team_one,ProceduralConfirmed,A,3208,The winning team won by enemy HQ being d,844453649
20260924-213922-scrim-g_iter6,25,us:g_iter6,mhahn2003.nonrush,CentralLake,A,3096,The winning team won by enemy HQ being d,610286511
20260924-213922-scrim-g_iter6,26,us:g_iter6,mhahn2003.nonrush,ChristmasInJuly,A,3092,The winning team won by enemy HQ being d,718850270
20260924-213922-scrim-g_iter6,27,us:g_iter6,mhahn2003.nonrush,DidAMonkeyMakeThis,B,1210,The winning team won by enemy HQ being d,880807338
20260924-213922-scrim-g_iter6,28,mhahn2003.nonrush,us:g_iter6,Islands,B,3081,The winning team won by enemy HQ being d,301868632
20260924-213922-scrim-g_iter6,29,us:g_iter6,mhahn2003.nonrush,Toothpaste,A,1210,The winning team won by enemy HQ being d,1044208964
20260924-213922-scrim-g_iter6,30,us:g_iter6,mhahn2003.nonrush,WhyDidntTheyUseEagles,A,3073,The winning team won by enemy HQ being d,1023357112
20260924-213922-scrim-g_iter6,31,poortho.stable_seeding_bot,us:g_iter6,Islands,A,3121,The winning team won by enemy HQ being d,964044072
20260924-213922-scrim-g_iter6,32,us:g_iter6,poortho.stable_seeding_bot,Prison,B,3098,The winning team won by enemy HQ being d,934588870
20260924-213922-scrim-g_iter6,33,us:g_iter6,poortho.stable_seeding_bot,RandomSoup1,B,608,The winning team won by enemy HQ being d,74798607
20260924-213922-scrim-g_iter6,34,us:g_iter6,poortho.stable_seeding_bot,Spiral,A,932,The winning team won on tiebreakers (mor,715298614
20260924-213922-scrim-g_iter6,35,poortho.stable_seeding_bot,us:g_iter6,Squares,A,303,The winning team won by enemy HQ being d,899557547
20260924-213922-scrim-g_iter6,36,poortho.stable_seeding_bot,us:g_iter6,TwoForOneAndTwoForAll,A,3170,The winning team won by enemy HQ being d,113476928
20260924-213922-scrim-g_iter6,37,us:g_iter6,winkelmantanner.tannerplayer,AMaze,A,3071,The winning team won by enemy HQ being d,918813757
20260924-213922-scrim-g_iter6,38,winkelmantanner.tannerplayer,us:g_iter6,ChristmasInJuly,A,3020,The winning team won by enemy HQ being d,262865861
20260924-213922-scrim-g_iter6,39,us:g_iter6,winkelmantanner.tannerplayer,Egg,B,2828,The winning team won by enemy HQ being d,558804293
20260924-213922-scrim-g_iter6,40,us:g_iter6,winkelmantanner.tannerplayer,Hourglass,B,2525,The winning team won by enemy HQ being d,976895988
20260924-213922-scrim-g_iter6,41,winkelmantanner.tannerplayer,us:g_iter6,Islands,B,3032,The winning team won by enemy HQ being d,12516976
20260924-213922-scrim-g_iter6,42,winkelmantanner.tannerplayer,us:g_iter6,RandomSoup1,A,3043,The winning team won by enemy HQ being d,54243590
20260924-213922-scrim-g_iter6,43,wpine215.stardustv2,us:g_iter6,Egg,B,936,The winning team won by enemy HQ being d,100709408
20260924-213922-scrim-g_iter6,44,wpine215.stardustv2,us:g_iter6,GSF,A,932,The winning team won by enemy HQ being d,373963367
20260924-213922-scrim-g_iter6,45,wpine215.stardustv2,us:g_iter6,Hourglass,A,2525,The winning team won by enemy HQ being d,365808498
20260924-213922-scrim-g_iter6,46,us:g_iter6,wpine215.stardustv2,Maze,A,3078,The winning team won by enemy HQ being d,809569814
20260924-213922-scrim-g_iter6,47,us:g_iter6,wpine215.stardustv2,NoU,A,3096,The winning team won by enemy HQ being d,699474955
20260924-213922-scrim-g_iter6,48,wpine215.stardustv2,us:g_iter6,Showerhead,B,3045,The winning team won by enemy HQ being d,576247251
20260924-215024-scrim-g_iter6,1,battlecode20-team4.finalbota,us:g_iter6,BeachFrontProperty,A,1576,The winning team won by enemy HQ being d,204775912
20260924-215024-scrim-g_iter6,2,battlecode20-team4.finalbota,us:g_iter6,CosmicBackgroundRadiation,A,1564,The winning team won by enemy HQ being d,1055665354
20260924-215024-scrim-g_iter6,3,battlecode20-team4.finalbota,us:g_iter6,DoesNotExist,A,1570,The winning team won by enemy HQ being d,724839850
20260924-215024-scrim-g_iter6,4,battlecode20-team4.finalbota,us:g_iter6,Islands2,A,932,The winning team won by enemy HQ being d,513333861
20260924-215024-scrim-g_iter6,5,battlecode20-team4.finalbota,us:g_iter6,Spiral,B,931,The winning team won by enemy HQ being d,32854125
20260924-215024-scrim-g_iter6,6,battlecode20-team4.finalbota,us:g_iter6,Volcano,A,1612,The winning team won by enemy HQ being d,271073948
20260924-215024-scrim-g_iter6,7,benzyx.seeding,us:g_iter6,Climb,A,931,The winning team won by enemy HQ being d,1048947119
20260924-215024-scrim-g_iter6,8,us:g_iter6,benzyx.seeding,CosmicBackgroundRadiation,A,3012,The winning team won by enemy HQ being d,483889952
20260924-215024-scrim-g_iter6,9,us:g_iter6,benzyx.seeding,CowFarm,B,2031,The winning team won by enemy HQ being d,947248987
20260924-215024-scrim-g_iter6,10,benzyx.seeding,us:g_iter6,Egg,B,3052,The winning team won by enemy HQ being d,308311630
20260924-215024-scrim-g_iter6,11,benzyx.seeding,us:g_iter6,Hills,B,931,The winning team won on tiebreakers (mor,971774475
20260924-215024-scrim-g_iter6,12,benzyx.seeding,us:g_iter6,NoU,A,1619,The winning team won by enemy HQ being d,337208105
20260924-215024-scrim-g_iter6,13,cormackikkert.whyPermutator,us:g_iter6,CentralLake,A,2158,The winning team won by enemy HQ being d,619436791
20260924-215024-scrim-g_iter6,14,us:g_iter6,cormackikkert.whyPermutator,CowFarm,A,2981,The winning team won by enemy HQ being d,668067758
20260924-215024-scrim-g_iter6,15,cormackikkert.whyPermutator,us:g_iter6,Maze,A,2171,The winning team won by enemy HQ being d,202900845
20260924-215024-scrim-g_iter6,16,cormackikkert.whyPermutator,us:g_iter6,ProceduralConfirmed,B,3056,The winning team won by enemy HQ being d,1016892607
20260924-215024-scrim-g_iter6,17,us:g_iter6,cormackikkert.whyPermutator,Spiral,B,2937,The winning team won by enemy HQ being d,455647255
20260924-215024-scrim-g_iter6,18,cormackikkert.whyPermutator,us:g_iter6,TheHighGround,A,2172,The winning team won by enemy HQ being d,736040872
20260924-215024-scrim-g_iter6,19,laurenschneider.pdx_team_one,us:g_iter6,Constriction,B,3171,The winning team won by enemy HQ being d,105562092
20260924-215024-scrim-g_iter6,20,laurenschneider.pdx_team_one,us:g_iter6,CosmicBackgroundRadiation,A,3111,The winning team won by enemy HQ being d,275677273
20260924-215024-scrim-g_iter6,21,us:g_iter6,laurenschneider.pdx_team_one,Infinity,B,3094,The winning team won by enemy HQ being d,102899711
20260924-215024-scrim-g_iter6,22,us:g_iter6,laurenschneider.pdx_team_one,IsThisProcedural,B,3116,The winning team won by enemy HQ being d,255114809
20260924-215024-scrim-g_iter6,23,us:g_iter6,laurenschneider.pdx_team_one,OmgThisIsProcedural,B,3152,The winning team won by enemy HQ being d,942040002
20260924-215024-scrim-g_iter6,24,laurenschneider.pdx_team_one,us:g_iter6,Volcano,A,3217,The winning team won by enemy HQ being d,159570099
20260924-215024-scrim-g_iter6,25,mhahn2003.nonrush,us:g_iter6,CentralLake,B,3094,The winning team won by enemy HQ being d,307751938
20260924-215024-scrim-g_iter6,26,us:g_iter6,mhahn2003.nonrush,ClearlyTwelveHorsesInASalad,A,3078,The winning team won by enemy HQ being d,781015661
20260924-215024-scrim-g_iter6,27,mhahn2003.nonrush,us:g_iter6,MtDoom,B,3093,The winning team won by enemy HQ being d,557483146
20260924-215024-scrim-g_iter6,28,us:g_iter6,mhahn2003.nonrush,Prison,A,3079,The winning team won by enemy HQ being d,453936873
20260924-215024-scrim-g_iter6,29,us:g_iter6,mhahn2003.nonrush,RandomSoup1,A,3095,The winning team won by enemy HQ being d,605812482
20260924-215024-scrim-g_iter6,30,us:g_iter6,mhahn2003.nonrush,Swirl,A,1420,The winning team won by enemy HQ being d,308328963
20260924-215024-scrim-g_iter6,31,poortho.stable_seeding_bot,us:g_iter6,Europe,A,931,The winning team won by enemy HQ being d,439742970
20260924-215024-scrim-g_iter6,32,poortho.stable_seeding_bot,us:g_iter6,Hourglass,B,682,The winning team won by enemy HQ being d,11261286
20260924-215024-scrim-g_iter6,33,poortho.stable_seeding_bot,us:g_iter6,ProceduralConfirmed,A,3059,The winning team won by enemy HQ being d,788506947
20260924-215024-scrim-g_iter6,34,us:g_iter6,poortho.stable_seeding_bot,Soup,B,156,The winning team won by enemy HQ being d,810689605
20260924-215024-scrim-g_iter6,35,us:g_iter6,poortho.stable_seeding_bot,TheHighGround,B,3114,The winning team won by enemy HQ being d,753455674
20260924-215024-scrim-g_iter6,36,poortho.stable_seeding_bot,us:g_iter6,WaterBot,A,2770,The winning team won by enemy HQ being d,440648198
20260924-215024-scrim-g_iter6,37,winkelmantanner.tannerplayer,us:g_iter6,Islands,B,3055,The winning team won by enemy HQ being d,73384393
20260924-215024-scrim-g_iter6,38,us:g_iter6,winkelmantanner.tannerplayer,SoupOnTheSide,B,2811,The winning team won by enemy HQ being d,277505480
20260924-215024-scrim-g_iter6,39,winkelmantanner.tannerplayer,us:g_iter6,Squares,A,3150,The winning team won by enemy HQ being d,361430603
20260924-215024-scrim-g_iter6,40,us:g_iter6,winkelmantanner.tannerplayer,Swirl,B,684,The winning team won by enemy HQ being d,1046141318
20260924-215024-scrim-g_iter6,41,winkelmantanner.tannerplayer,us:g_iter6,Swirl,A,684,The winning team won by enemy HQ being d,803912398
20260924-215024-scrim-g_iter6,42,winkelmantanner.tannerplayer,us:g_iter6,WateredDown,A,466,The winning team won by enemy HQ being d,758799741
20260924-215024-scrim-g_iter6,43,us:g_iter6,wpine215.stardustv2,BeachFrontProperty,A,3055,The winning team won by enemy HQ being d,502833002
20260924-215024-scrim-g_iter6,44,wpine215.stardustv2,us:g_iter6,GSF,A,932,The winning team won on tiebreakers (mor,12611234
20260924-215024-scrim-g_iter6,45,wpine215.stardustv2,us:g_iter6,Prison,B,3095,The winning team won by enemy HQ being d,640721353
20260924-215024-scrim-g_iter6,46,us:g_iter6,wpine215.stardustv2,RealArt,A,3081,The winning team won by enemy HQ being d,67914732
20260924-215024-scrim-g_iter6,47,wpine215.stardustv2,us:g_iter6,TwoLakeLand,B,3091,The winning team won by enemy HQ being d,977472474
20260924-215024-scrim-g_iter6,48,wpine215.stardustv2,us:g_iter6,maptestsmall,A,261,The winning team won by enemy HQ being d,281723713
20260924-215112-scrim-g_iter6,1,us:g_iter6,battlecode20-team4.finalbota,AMaze,B,1564,The winning team won by enemy HQ being d,363243714
20260924-215112-scrim-g_iter6,2,us:g_iter6,battlecode20-team4.finalbota,Constriction,B,1569,The winning team won by enemy HQ being d,688612423
20260924-215112-scrim-g_iter6,3,battlecode20-team4.finalbota,us:g_iter6,DoesNotExist,A,1573,The winning team won by enemy HQ being d,191524404
20260924-215112-scrim-g_iter6,4,us:g_iter6,battlecode20-team4.finalbota,Infinity,B,1611,The winning team won by enemy HQ being d,982981331
20260924-215112-scrim-g_iter6,5,us:g_iter6,battlecode20-team4.finalbota,Islands,B,1568,The winning team won by enemy HQ being d,702811686
20260924-215112-scrim-g_iter6,6,battlecode20-team4.finalbota,us:g_iter6,TwoForOneAndTwoForAll,A,1567,The winning team won by enemy HQ being d,575967142
20260924-215112-scrim-g_iter6,7,us:g_iter6,benzyx.seeding,ALandDivided,B,3079,The winning team won by enemy HQ being d,429764026
20260924-215112-scrim-g_iter6,8,us:g_iter6,benzyx.seeding,Hourglass,B,2525,The winning team won by enemy HQ being d,674833006
20260924-215112-scrim-g_iter6,9,us:g_iter6,benzyx.seeding,Infinity,B,2760,The winning team won by enemy HQ being d,988865749
20260924-215112-scrim-g_iter6,10,us:g_iter6,benzyx.seeding,Islands2,B,2821,The winning team won by enemy HQ being d,90537243
20260924-215112-scrim-g_iter6,11,us:g_iter6,benzyx.seeding,MtDoom,B,1620,The winning team won by enemy HQ being d,46522319
20260924-215112-scrim-g_iter6,12,benzyx.seeding,us:g_iter6,TheHighGround,B,3051,The winning team won by enemy HQ being d,616466358
20260924-215112-scrim-g_iter6,13,us:g_iter6,cormackikkert.whyPermutator,Climb,B,931,The winning team won by enemy HQ being d,875732324
20260924-215112-scrim-g_iter6,14,cormackikkert.whyPermutator,us:g_iter6,Climb,A,931,The winning team won by enemy HQ being d,374271582
20260924-215112-scrim-g_iter6,15,us:g_iter6,cormackikkert.whyPermutator,CosmicBackgroundRadiation,A,2480,The winning team won by enemy HQ being d,440080631
20260924-215112-scrim-g_iter6,16,us:g_iter6,cormackikkert.whyPermutator,Hills,B,931,The winning team won on tiebreakers (mor,975118407
20260924-215112-scrim-g_iter6,17,cormackikkert.whyPermutator,us:g_iter6,Islands,A,3037,The winning team won by enemy HQ being d,996837084
20260924-215112-scrim-g_iter6,18,us:g_iter6,cormackikkert.whyPermutator,RandomSoup2,B,2165,The winning team won by enemy HQ being d,882360502
20260924-215112-scrim-g_iter6,19,us:g_iter6,laurenschneider.pdx_team_one,CentralSoup,B,3216,The winning team won by enemy HQ being d,735022736
20260924-215112-scrim-g_iter6,20,us:g_iter6,laurenschneider.pdx_team_one,ClearlyTwelveHorsesInASalad,A,3182,The winning team won by enemy HQ being d,1042075165
20260924-215112-scrim-g_iter6,21,laurenschneider.pdx_team_one,us:g_iter6,GSF,A,932,The winning team won by enemy HQ being d,995215240
20260924-215112-scrim-g_iter6,22,us:g_iter6,laurenschneider.pdx_team_one,RandomSoup1,B,3220,The winning team won by enemy HQ being d,172048771
20260924-215112-scrim-g_iter6,23,us:g_iter6,laurenschneider.pdx_team_one,RealArt,B,3192,The winning team won by enemy HQ being d,1052857801
20260924-215112-scrim-g_iter6,24,laurenschneider.pdx_team_one,us:g_iter6,Spiral,A,932,The winning team won on tiebreakers (mor,972963191
